# build 5875 CGGameUI message catalog (the 0xb4b498 table indexed by 0x496720)
# 465 rows, ids 0x0..0x1d0; consumer bound `cmp id,0x1d1; jge` at 0x49672c
# kind 0 -> 0x49a870(text, chan); 1 -> UI_INFO_MESSAGE 0xe1; 2 -> UI_ERROR_MESSAGE 0xe0; 3 -> console 0x63cd00
# Vendored from the maintainer's analysis (`WOW_RE`); messages/catalog.rs is generated from it.
id_hex	id_dec	row_va	key	kind	sound	type_tag	chan
0xec	236	0xb4c708	ERR_NEW_LOOT_MASTER_S	0	NONE	0x44	10
0xed	237	0xb4c71c	ERR_SPECIFY_MASTER_LOOTER	2	NONE	0x44	10
0xee	238	0xb4c730	ERR_TAME_FAILED	2	NONE	0x44	10
0xef	239	0xb4c744	ERR_CHAT_WHILE_DEAD	2	NONE	0x44	10
0xf0	240	0xb4c758	ERR_CHAT_WRONG_FACTION	0	NONE	0x44	10
0xf1	241	0xb4c76c	ERR_CHAT_PLAYER_NOT_FOUND_S	0	NONE	0x44	10
0xf2	242	0xb4c780	ERR_NEWTAXIPATH	1	TaxiNodeDiscovered	0x44	10
0xf3	243	0xb4c794	ERR_NO_PET	2	NONE	0x44	10
0xf4	244	0xb4c7a8	ERR_NOTYOURPET	2	NONE	0x44	10
0xf5	245	0xb4c7bc	ERR_PET_NOT_RENAMEABLE	2	NONE	0x44	10
0xf6	246	0xb4c7d0	ERR_NULL_PETNAME	2	NONE	0x44	10
0xf7	247	0xb4c7e4	ERR_INVALID_PETNAME	2	NONE	0x44	10
0xf8	248	0xb4c7f8	ERR_QUEST_OBJECTIVE_COMPLETE_S	1	NONE	0x44	10
0xf9	249	0xb4c80c	ERR_QUEST_UNKNOWN_COMPLETE	1	NONE	0x44	10
0xfa	250	0xb4c820	ERR_QUEST_ADD_KILL_SII	1	NONE	0x44	10
0xfb	251	0xb4c834	ERR_QUEST_ADD_FOUND_SII	1	NONE	0x44	10
0xfc	252	0xb4c848	ERR_QUEST_ADD_ITEM_SII	1	NONE	0x44	10
0xfd	253	0xb4c85c	ERR_CANNOTCREATEDIRECTORY	2	NONE	0x44	10
0xfe	254	0xb4c870	ERR_CANNOTCREATEFILE	2	NONE	0x44	10
0xff	255	0xb4c884	ERR_PLAYER_WRONG_FACTION	2	NONE	0x44	10
0x100	256	0xb4c898	ERR_BANKSLOT_FAILED_TOO_MANY	2	NONE	0x44	10
0x101	257	0xb4c8ac	ERR_BANKSLOT_INSUFFICIENT_FUNDS	2	NONE	0x16	10
0x102	258	0xb4c8c0	ERR_BANKSLOT_NOTBANKER	2	NONE	0x44	10
0x103	259	0xb4c8d4	ERR_FRIEND_DB_ERROR	0	NONE	0x44	10
0x104	260	0xb4c8e8	ERR_FRIEND_LIST_FULL	0	NONE	0x44	10
0x105	261	0xb4c8fc	ERR_FRIEND_ADDED_S	0	NONE	0x44	10
0x106	262	0xb4c910	ERR_FRIEND_ONLINE_SS	0	FRIENDJOINGAME	0x44	10
0x107	263	0xb4c924	ERR_FRIEND_OFFLINE_S	0	NONE	0x44	10
0x108	264	0xb4c938	ERR_FRIEND_NOT_FOUND	0	NONE	0x44	10
0x109	265	0xb4c94c	ERR_FRIEND_WRONG_FACTION	0	NONE	0x44	10
0x10a	266	0xb4c960	ERR_FRIEND_REMOVED_S	0	NONE	0x44	10
0x10b	267	0xb4c974	ERR_FRIEND_ERROR	0	NONE	0x44	10
0x10c	268	0xb4c988	ERR_FRIEND_ALREADY_S	0	NONE	0x44	10
0x10d	269	0xb4c99c	ERR_FRIEND_SELF	0	NONE	0x44	10
0x10e	270	0xb4c9b0	ERR_IGNORE_FULL	0	NONE	0x44	10
0x10f	271	0xb4c9c4	ERR_IGNORE_SELF	0	NONE	0x44	10
0x110	272	0xb4c9d8	ERR_IGNORE_NOT_FOUND	0	NONE	0x44	10
0x111	273	0xb4c9ec	ERR_IGNORE_ALREADY_S	0	NONE	0x44	10
0x112	274	0xb4ca00	ERR_IGNORE_ADDED_S	0	NONE	0x44	10
0x113	275	0xb4ca14	ERR_IGNORE_REMOVED_S	0	NONE	0x44	10
0x114	276	0xb4ca28	ERR_IGNORE_AMBIGUOUS	0	NONE	0x44	10
0x115	277	0xb4ca3c	ERR_ONLY_ONE_BOLT	2	NONE	0x44	10
0x116	278	0xb4ca50	ERR_ONLY_ONE_AMMO	2	NONE	0x44	10
0x117	279	0xb4ca64	ERR_SPELL_FAILED_EQUIPPED_SPECIFIC_ITEM	2	NONE	0x44	10
0x118	280	0xb4ca78	ERR_WRONG_BAG_TYPE_SUBCLASS	2	NONE	0x1c	10
0x119	281	0xb4ca8c	ERR_CANT_WRAP_STACKABLE	2	NONE	0x44	10
0x11a	282	0xb4caa0	ERR_CANT_WRAP_EQUIPPED	2	NONE	0x44	10
0x11b	283	0xb4cab4	ERR_CANT_WRAP_WRAPPED	2	NONE	0x44	10
0x11c	284	0xb4cac8	ERR_CANT_WRAP_BOUND	2	NONE	0x44	10
0x11d	285	0xb4cadc	ERR_CANT_WRAP_UNIQUE	2	NONE	0x44	10
0x11e	286	0xb4caf0	ERR_CANT_WRAP_BAGS	2	NONE	0x44	10
0x11f	287	0xb4cb04	ERR_OUT_OF_MANA	2	NONE	0xf	10
0x120	288	0xb4cb18	ERR_OUT_OF_RAGE	2	NONE	0x3f	10
0x121	289	0xb4cb2c	ERR_OUT_OF_FOCUS	2	NONE	0x44	10
0x122	290	0xb4cb40	ERR_OUT_OF_ENERGY	2	NONE	0x40	10
0x123	291	0xb4cb54	ERR_OUT_OF_HEALTH	2	NONE	0x44	10
0x124	292	0xb4cb68	ERR_LOOT_GONE	2	NONE	0x44	10
0x125	293	0xb4cb7c	ERR_MOUNT_FORCEDDISMOUNT	2	NONE	0x44	10
0x126	294	0xb4cb90	ERR_AUTOFOLLOW_TOO_FAR	2	NONE	0x44	10
